Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,xG
Yeimar Gómez Andrade\e43c8d72,DF,28,33,29,2660,29.6,1,0,1.2
David Romney\b7b6e781,DF,27,33,33,2970,33.0,0,2,1.3
José Van Rankin\09ce2ebe,DF,27,33,27,2448,27.2,0,2,1.2
Janio Bikel\7d944245,MF,25,33,26,2307,25.6,1,1,0.4
Jack Elliott\041deebd,DF,25,33,33,2970,33.0,2,1,3.4
Anton Walkes\8a062bba,DF,23,33,32,2773,30.8,2,1,0.9
Russell Teibert\674befe9,MF,28,33,29,2414,26.8,1,2,0.3
Darlington Nagbe\6219c704,MF,30,33,33,2907,32.3,2,3,1.5
Kai Wagner\fdc715d9,DF,23,33,31,2838,31.5,3,4,1.1
Álvaro Barreal\ffca53e1,FWMF,20,33,26,2206,24.5,3,3,4.5
Brenner\279508bf,FW,21,33,33,2784,30.9,8,1,9.7
Diego Fagúndez\fe81682e,MFFW,25,33,30,2528,28.1,7,4,5.9
Deiber Caicedo\9bfa2f52,FWMF,20,33,24,2253,25.0,5,5,6.2
Robert Berić\9001138b,FW,29,33,26,2196,24.4,8,2,11.1
Jesús Medina\7c4628c4,FWMF,23,33,27,2254,25.0,9,2,8.5
Cristián Dajome\a065e877,FWDF,27,33,31,2671,29.7,10,4,9.3
Cade Cowell\f8e95f87,FWMF,17,33,14,1671,18.6,5,5,4.8
Michael Barrios\df782c79,FWMF,29,33,25,2093,23.3,8,5,6.2
C.J. Sapong\ef4e4c5d,FW,32,33,27,2207,24.5,12,4,9.4
Damir Kreilach\068be155,MFFW,31,33,32,2874,31.9,16,8,10.3
Tim Parker\4988a44d,DF,27,34,34,3060,34.0,0,0,1.2
Sean Davis\cb75cac9,MF,27,34,34,3060,34.0,0,0,0.4
Carlos Coronel\5c07e176,GK,24,34,34,3060,34.0,0,0,0.0
Joe Willis\467f09c8,GK,32,34,34,3060,34.0,0,1,0.0
Leon Flach\39859fa1,MF,19,34,31,2637,29.3,1,1,1.5
Kelyn Rowe\cf928adb,MFDF,29,34,24,2207,24.5,1,1,1.8
Lewis Morgan\b675e328,FWDF,24,34,34,2820,31.3,2,1,3.3
Luís Martins\56b7c09b,DF,28,34,33,2956,32.8,1,3,0.8
Jakob Glesnes\ac65aef3,DF,26,34,34,3060,34.0,3,2,1.3
Chinonso Nnamdi Offor\dc590664,FW,20,34,11,1320,14.7,1,2,3.5
Samuel Grandsir\d2448564,FWMF,24,34,24,2077,23.1,3,3,5.2
Benji Michel\151ca25f,FWMF,23,34,19,1871,20.8,4,3,5.4
Julian Gressel\acd47bc0,DF,27,34,31,2690,29.9,2,9,3.2
Cecilio Domínguez\3162d667,FW,26,34,29,2369,26.3,7,3,9.5
Jáder Obrian\1471b2a8,FW,25,34,25,2181,24.2,9,3,6.7
Kacper Przybyłko\4c53a714,FW,27,34,29,2651,29.5,12,3,11.4
Rubio Rubin\9bad7100,FW,24,34,25,2233,24.8,8,5,9.8
Albert Rusnák\0adeafaa,MFFW,26,34,34,3043,33.8,11,7,8.2
Djordje Mihailovic\83cf9719,MFFW,22,34,32,2796,31.1,4,13,5.3
Dairon Asprilla\218d336c,FWMF,28,34,25,2088,23.2,10,3,6.8
